course_code_section,faculty_name,schedule,room,available_seats
PHY108.11,HrR,ST 09:40 AM - 11:10 AM,NAC208,40
PHY108.12,ZBM,ST 02:40 PM - 04:10 PM,SAC208,40
PHY108.13,ZBM,ST 04:20 PM - 05:50 PM,SAC203,40
PHY108.14,AIT,RA 08:00 AM - 09:30 AM,NAC307,40
PHY108.15,AIT,RA 09:40 AM - 11:10 AM,NAC307,40
PHY108L.1,ZUM,S 11:20 AM - 02:30 PM,SAC512,28
PHY108L.2,ZUM,M 11:20 AM - 02:30 PM,SAC512,28
PHY108L.3,ZUM,T 11:20 AM - 02:30 PM,SAC512,28
PHY108L.4,AuZ,S 11:20 AM - 02:30 PM,SAC514,28
PHY108L.5,AuZ,M 11:20 AM - 02:30 PM,SAC514,28
PHY108L.6,AuZ,T 11:20 AM - 02:30 PM,SAC514,28
PHY108L.7,HrR,S 02:40 PM - 05:50 PM,SAC512,28
PHY108L.8,HrR,M 02:40 PM - 05:50 PM,SAC512,28
PHY108L.9,HrR,T 02:40 PM - 05:50 PM,SAC512,28
PHY108L.10,RUH,M 02:40 PM - 05:50 PM,SAC514,28
PHY108L.11,SCG,S 08:00 AM - 11:10 AM,SAC514,28
PHY108L.12,SCG,M 08:00 AM - 11:10 AM,SAC514,28
POL101.1,MNzz,ST 09:40 AM - 11:10 AM,NAC1078,40
POL101.2,MNzz,ST 02:40 PM - 04:10 PM,NAC1078,40
POL101.3,MNzz,MW 09:40 AM - 11:10 AM,NAC1079,40
POL101.4,TQI,MW 04:20 PM - 05:50 PM,NAC304,40
POL101.5,TQI,MW 06:00 PM - 07:30 PM,NAC304,40
POL101.6,MJU,MW 09:40 AM - 11:10 AM,NAC303,40
POL101.7,MJU,MW 11:20 AM - 12:50 PM,NAC303,40
POL101.8,MJU,MW 02:40 PM - 04:10 PM,NAC303,40
POL101.9,HMB,ST 11:20 AM - 12:50 PM,NAC315,40
POL101.10,HMB,ST 02:40 PM - 04:10 PM,NAC315,40
POL101.11,HMB,MW 09:40 AM - 11:10 AM,NAC315,40
POL101.12,HMB,MW 01:00 PM - 02:30 PM,NAC303,40
POL101.13,RSU,ST 09:40 AM - 11:10 AM,NAC303,40
POL101.14,RSU,ST 11:20 AM - 12:50 PM,NAC303,40
POL101.15,RSU,MW 04:20 PM - 05:50 PM,NAC303,40
POL101.16,RSU,MW 06:00 PM - 07:30 PM,NAC303,40
POL101.17,MJUn,MW 04:20 PM - 05:50 PM,NAC517,60
POL101.18,MJUn,ST 06:00 PM - 07:30 PM,NAC315,40
POL101.19,MdAH,ST 11:20 AM - 12:50 PM,NAC415,60
POL101.20,MdAH,ST 02:40 PM - 04:10 PM,NAC415,60
POL101.21,MdAH,MW 02:40 PM - 04:10 PM,NAC517,60
POL101.23,NOS,ST 11:20 AM - 12:50 PM,NAC304,40
POL101.24,NOS,ST 04:20 PM - 05:50 PM,NAC619,40
POL101.27,ADL,ST 09:40 AM - 11:10 AM,NAC1079,40
POL101.28,ADL,ST 01:00 PM - 02:30 PM,NAC1078,40
POL101.29,ADL,MW 04:20 PM - 05:50 PM,NAC315,40
POL101.30,TBA,MW 06:00 PM - 07:30 PM,NAC315,40
POL101.31,BHj,MW 04:20 PM - 05:50 PM,NAC501,40
POL101.32,SyNA,MW 08:00 AM - 09:30 AM,NAC991,40
POL101.33,SyNA,MW 09:40 AM - 11:10 AM,NAC517,60
POL101.34,TmN,ST 01:00 PM - 02:30 PM,NAC303,40
POL101.35,TmN,ST 02:40 PM - 04:10 PM,NAC303,40
POL101.36,TmN,MW 08:00 AM - 09:30 AM,NAC304,40
POL101.37,TmN,MW 09:40 AM - 11:10 AM,NAC304,40
POL101.38,SPL,RA 09:40 AM - 11:10 AM,NAC603,40
POL101.39,Klm,RA 02:40 PM - 04:10 PM,NAC603,40
POL101.40,Klm,RA 04:20 PM - 05:50 PM,NAC603,40
POL101.41,Klm,RA 11:20 AM - 12:50 PM,NAC315,40
POL101.42,NHS1,RA 09:40 AM - 11:10 AM,NAC304,40
POL101.43,NHS1,RA 01:00 PM - 02:30 PM,NAC304,40
POL101.44,SuA2,RA 08:00 AM - 09:30 AM,NAC603,40
POL101.46,SHr1,RA 04:20 PM - 05:50 PM,NAC216,40
POL101.47,SHr1,RA 06:00 PM - 07:30 PM,NAC303,40
POL101.48,MZJ,ST 04:20 PM - 05:50 PM,NAC303,40
POL101.52,TBA,MW 06:00 PM - 07:30 PM,NAC307,40
POL101.53,TBA,RA 08:00 AM - 09:30 AM,NAC517,40
POL101.54,TBA,RA 08:00 AM - 09:30 AM,NAC992,40
POL101.55,ADL,MW 08:00 AM - 09:30 AM,NAC409,40
POL104.1,SkT,ST 11:20 AM - 12:50 PM,NAC620,40
POL104.2,SLK,MW 11:20 AM - 12:50 PM,NAC1079,40
POL202.1,MNzz,ST 11:20 AM - 12:50 PM,NAC1079,40
PPG510.1,MdAH,W 09:30 AM - 12:30 PM,NAC1077,40
PPG515.1,RZK,M 09:30 AM - 12:30 PM,NAC1077,40
PPG540.1,MSRZ,S 09:30 AM - 12:30 PM,NAC1077,40
PSY101.1,Abq1,RA 08:00 AM - 09:30 AM,NAC216,40
PSY101.2,Abq1,RA 01:00 PM - 02:30 PM,NAC602,40
PSY101.3,MUSR,ST 09:40 AM - 11:10 AM,NAC621,40
PSY101.4,MUSR,ST 02:40 PM - 04:10 PM,NAC216,40
PSY101.5,MUSR,MW 02:40 PM - 04:10 PM,NAC216,40
PSY101.6,AmR1,ST 09:40 AM - 11:10 AM,NAC407,40
PSY101.7,AmR1,ST 01:00 PM - 02:30 PM,NAC407,40
PSY101.8,AmR1,MW 09:40 AM - 11:10 AM,NAC407,40
PSY101.9,Fhk,ST 09:40 AM - 11:10 AM,NAC216,40
PSY101.10,Fhk,ST 01:00 PM - 02:30 PM,NAC619,40
PSY101.11,Fhk,MW 11:20 AM - 12:50 PM,NAC216,40
PSY101.12,NAK1,ST 11:20 AM - 12:50 PM,NAC216,40
PSY101.13,NAK1,ST 01:00 PM - 02:30 PM,NAC216,40
PSY101.14,NAK1,MW 01:00 PM - 02:30 PM,NAC216,40
PSY101.15,RaSn,ST 11:20 AM - 12:50 PM,NAC406,40
PSY101.16,RaSn,MW 09:40 AM - 11:10 AM,NAC1080,40
PSY101.17,RaSn,MW 01:00 PM - 02:30 PM,NAC215,40
PSY101.18,HSR,RA 11:20 AM - 12:50 PM,NAC216,40
PSY101.19,HSR,RA 01:00 PM - 02:30 PM,NAC216,40
PSY101.20,MRO,ST 08:00 AM - 09:30 AM,NAC1080,40
PSY101.21,MRO,ST 01:00 PM - 02:30 PM,NAC406,40
PSY101.22,ARK3,RA 08:00 AM - 09:30 AM,NAC209,40
PSY101L.1,MUSR,S 01:00 PM - 02:30 PM,NAC201,15
PSY101L.2,MUSR,S 01:00 PM - 02:30 PM,NAC201-v1,15
PSY101L.3,MUSR,T 01:00 PM - 02:30 PM,NAC201,15
PSY101L.4,MUSR,T 01:00 PM - 02:30 PM,NAC201-v1,15
PSY101L.5,MUSR,M 11:20 AM - 12:50 PM,NAC201,15
PSY101L.6,MUSR,M 11:20 AM - 12:50 PM,NAC201-v1,15
PSY101L.7,MUSR,W 11:20 AM - 12:50 PM,NAC201,15
PSY101L.8,MUSR,W 11:20 AM - 12:50 PM,NAC201-v1,15
PSY101L.9,AmR1,M 01:00 PM - 02:30 PM,NAC201,15
PSY101L.10,AmR1,M 01:00 PM - 02:30 PM,NAC201-v1,15
PSY101L.11,AmR1,W 01:00 PM - 02:30 PM,NAC201,15
PSY101L.12,AmR1,W 01:00 PM - 02:30 PM,NAC201-v1,15
PSY101L.13,Fhk,M 02:40 PM - 04:10 PM,NAC201,15
PSY101L.14,Fhk,M 02:40 PM - 04:10 PM,NAC201-v1,15
PSY101L.15,Fhk,W 02:40 PM - 04:10 PM,NAC201,15
PSY101L.16,Fhk,W 02:40 PM - 04:10 PM,NAC201-v1,15
PSY101L.17,NAK1,M 09:40 AM - 11:10 AM,NAC201,15
PSY101L.18,NAK1,M 09:40 AM - 11:10 AM,NAC201-v1,15
PSY101L.19,NAK1,W 09:40 AM - 11:10 AM,NAC201,15
PSY101L.20,NAK1,W 09:40 AM - 11:10 AM,NAC201-v1,15
PSY101L.21,NAK1,S 04:20 PM - 05:50 PM,NAC201,15
PSY101L.22,NAK1,S 04:20 PM - 05:50 PM,NAC201-v1,15
PSY101L.23,RaSn,S 02:40 PM - 04:10 PM,NAC201,15
PSY101L.24,RaSn,S 02:40 PM - 04:10 PM,NAC201-v1,15
PSY101L.25,RaSn,T 02:40 PM - 04:10 PM,NAC201,15
PSY101L.26,RaSn,T 02:40 PM - 04:10 PM,NAC201-v1,15
PSY101L.27,Abq1,R 11:20 AM - 12:50 PM,NAC201,15
PSY101L.28,Abq1,R 11:20 AM - 12:50 PM,NAC201-v1,15
PSY101L.29,Abq1,A 11:20 AM - 12:50 PM,NAC201,15
PSY101L.30,Abq1,A 11:20 AM - 12:50 PM,NAC201-v1,15
PSY101L.31,HSR,R 04:20 PM - 05:50 PM,NAC201,15
PSY101L.32,HSR,R 04:20 PM - 05:50 PM,NAC201-v1,15
PSY101L.33,HSR,A 04:20 PM - 05:50 PM,NAC201,15
PSY101L.34,HSR,A 04:20 PM - 05:50 PM,NAC201-v1,15
PSY101L.35,MRO,S 09:40 AM - 11:10 AM,NAC201,15
PSY101L.36,MRO,S 09:40 AM - 11:10 AM,NAC201-v1,15
PSY101L.37,MRO,T 09:40 AM - 11:10 AM,NAC201,15
PSY101L.38,MRO,T 09:40 AM - 11:10 AM,NAC201-v1,15
PSY101L.39,ARK3,R 09:40 AM - 11:10 AM,NAC201,15
PSY101L.40,ARK3,R 09:40 AM - 11:10 AM,NAC201-v1,15
PSY101L.41,ARK3,A 09:40 AM - 11:10 AM,NAC201,15
PSY101L.42,ARK3,A 09:40 AM - 11:10 AM,NAC201-v1,15
PSY101L.43,TBA,A 01:00 PM - 02:30 PM,NAC201,15
PSY101L.44,ARK3,A 01:00 PM - 02:30 PM,NAC201-v1,15
SCM310.1,MHcW,ST 02:40 PM - 04:10 PM,NAC604,40
SCM310.2,MHCw,ST 04:20 PM - 05:50 PM,NAC604,40
SCM320.1,ZTM,ST 01:00 PM - 02:30 PM,NAC311,80
SCM450.1,Mof,ST 11:20 AM - 12:50 PM,NAC210,40
SCM603.1,ZIA,S 07:00 PM - 10:10 PM,NAC510,40
SCM605.1,MARn,R 07:00 PM - 10:10 PM,NAC509,40
SCM607.1,TBA,W 07:00 PM - 10:10 PM,NAC990,40
SCM608.1,ASHB,A 07:00 PM - 10:10 PM,NAC511,40
SOC101.1,SRUA,MW 02:40 PM - 04:10 PM,NAC304,40
SOC101.2,MSRz,MW 11:20 AM - 12:50 PM,NAC315,40
SOC101.3,MSRz,MW 01:00 PM - 02:30 PM,NAC315,40
SOC101.4,IZS,ST 08:00 AM - 09:30 AM,NAC315,40
SOC101.5,IZS,ST 09:40 AM - 11:10 AM,NAC315,40
SOC101.6,IZS,ST 01:00 PM - 02:30 PM,NAC315,40
SOC101.7,IZS,MW 08:00 AM - 09:30 AM,NAC315,40
SOC101.8,AWo,ST 01:00 PM - 02:30 PM,NAC304,40
SOC101.9,AWo,ST 02:40 PM - 04:10 PM,NAC304,40
SOC101.10,AWo,MW 09:40 AM - 11:10 AM,NAC601,40
SOC101.11,AWo,MW 01:00 PM - 02:30 PM,NAC601,40
SOC101.12,AWo,MW 04:20 PM - 05:50 PM,NAC1078,40
SOC101.13,MJUn,ST 04:20 PM - 05:50 PM,NAC517,60
SOC101.14,MJUn,MW 06:00 PM - 07:30 PM,NAC517,40
SOC101.15,SRFz,ST 01:00 PM - 02:30 PM,OAT602,40
SOC101.16,SRFz,ST 02:40 PM - 04:10 PM,OAT602,40
SOC101.17,SRFz,MW 11:20 AM - 12:50 PM,OAT602,40
SOC101.18,SRFz,MW 08:00 AM - 09:30 AM,NAC601,40
SOC101.20,RJS,RA 01:00 PM - 02:30 PM,NAC517,60
SOC101.21,RJS,RA 02:40 PM - 04:10 PM,NAC517,60
SOC101.23,MAj,ST 09:40 AM - 11:10 AM,NAC304,40
SOC101.24,MAj,ST 02:40 PM - 04:10 PM,NAC1079,40
SOC101.25,MAj,ST 04:20 PM - 05:50 PM,NAC1078,40
SOC101.27,MTE,ST 01:00 PM - 02:30 PM,NAC415,60
SOC101.28,MTE,ST 02:40 PM - 04:10 PM,NAC517,60
SOC101.30,TZf,ST 11:20 AM - 12:50 PM,NAC517,60
SOC101.31,TZf,MW 11:20 AM - 12:50 PM,NAC517,60
SOC101.33,SyNA,ST 08:00 AM - 09:30 AM,NAC517,60
SOC101.34,SyNA,ST 09:40 AM - 11:10 AM,NAC517,60
SOC101.35,Dr.Shafiqu,MW 04:20 PM - 05:50 PM,NAC603,40
SOC101.36,Dr.Shafiqu,RA 04:20 PM - 05:50 PM,NAC315,40
SOC101.37,Dr.Shafiqu,RA 06:00 PM - 07:30 PM,NAC315,40
SOC101.38,NAH1,RA 04:20 PM - 05:50 PM,NAC303,40
SOC101.40,MzK,RA 08:00 AM - 09:30 AM,NAC315,40
SOC101.41,MzK,RA 09:40 AM - 11:10 AM,NAC315,40
SOC101.42,RSP,ST 06:00 PM - 07:30 PM,NAC307,40
SOC101.44,MMHq,RA 04:20 PM - 05:50 PM,NAC413,40
SOC101.45,AAA,RA 02:40 PM - 04:10 PM,NAC304,40
SOC101.46,AAA,RA 04:20 PM - 05:50 PM,NAC304,40
SOC101.47,AAA,ST 04:20 PM - 05:50 PM,NAC304,40
SOC101.48,Fns,RA 09:40 AM - 11:10 AM,NAC303,40
SOC101.49,Fns,RA 11:20 AM - 12:50 PM,NAC303,40
SOC101.50,TBA,MW 08:00 AM - 09:30 AM,NAC517,40
SOC101.51,MZJ,ST 06:00 PM - 07:30 PM,NAC303,40
SOC101.53,TBA,ST 06:00 PM - 07:30 PM,NAC304,40
SOC101.54,TBA,ST 08:00 AM - 09:30 AM,NAC304,40
SOC101.55,TBA,ST 08:00 AM - 09:30 AM,NAC303,40
SOC201.1,NAH1,RA 02:40 PM - 04:10 PM,NAC303,40
TNM201.1,MHR3,ST 04:20 PM - 05:50 PM,NAC603,40
TNM201.2,MHR3,MW 02:40 PM - 04:10 PM,NAC601,40
TNM201.3,HFI,ST 08:00 AM - 09:30 AM,NAC603,40
TNM201.4,HFI,MW 08:00 AM - 09:30 AM,NAC303,40
TNM201.5,HFI,RA 01:00 PM - 02:30 PM,NAC315,40
TNM201.6,HFI,RA 02:40 PM - 04:10 PM,NAC315,40
TNM201.7,ZTZ,MW 11:20 AM - 12:50 PM,NAC1078,40
TNM201.9,NNI,MW 04:20 PM - 05:50 PM,NAC1079,40
TNM201.11,NNI,RA 04:20 PM - 05:50 PM,NAC517,40
TNM201.13,MKAR,RA 02:40 PM - 04:10 PM,NAC413,40
TNM201.14,MKAR,RA 11:20 AM - 12:50 PM,NAC602,40
TNM201.15,MKAR,ST 04:20 PM - 05:50 PM,NAC1079,40
TNM201.18,KFM,RA 08:00 AM - 09:30 AM,NAC602,40
TNM201.19,KFM,RA 01:00 PM - 02:30 PM,NAC991,40
TNM201.20,TBA,ST 08:00 AM - 09:30 AM,NAC619,40
TNM201.22,TBA,RA 08:00 AM - 09:30 AM,NAC303,40
WMS201.1,SLK,MW 01:00 PM - 02:30 PM,NAC1079,40
WMS201.2,KTa,RA 08:00 AM - 09:30 AM,NAC304,40
